Census 5-Digit ZCTA Code,State FIPS Code,Census Identifier,FIPS Class Code,Feature Class Code,Functional Code,Zip Code (Number),State,Census Land Area (m),Census Water Area (m),Total Population,Total Housing Units,Non Hispanic White Persons,Non Hispanic Black Persons,Non Hispanic American Indian Persons,Non Hispanic Asian Persons,Non Hispanic Native Hawaiian Persons,Non Hispanic Other Race Persons,Non Hispanic total Persons,Hispanic Persons,Percent Non Hispanic White,Percent Non Hispanic Black,Percent Non Hispanic American Indian,Percent non Hispanic Asian,Percent Non Hispanic Native Hawaiian,Percent Non Hispanic Other,Percent Non Hispanic Total,Percent Hispanic,Persons Over 65,Percent Over 65,Median Age,Vacant Units,Percent Vacant,Homeowner Rate,Percent Homeowner Without Mortgage,Percent Rent,Percent Population Under 18,ZCTA Report 1,ZCTA Report 2
21663,24,2421663,B5,G6350,S,"21,663.00",24,"31,660,228.00","17,343,594.00","3,308.00","2,167.00","2,840.00",343,4,20,1,3,29,68,85.9,10.4,0.1,0.6,0,0.1,0.9,2.1,"1,168.00",35.3,57.5,171,7.9,47.6,37.5,23.8,37.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21663.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21663.pdf
21664,24,2421664,B5,G6350,S,"21,664.00",24,"1,121,671.00","69,471.00",539,236,459,34,2,1,0,0,4,39,85.2,6.3,0.4,0.2,0,0,0.7,7.2,91,16.9,43.6,17,7.2,50.2,33.7,24.2,30.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21664.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21664.pdf
21665,24,2421665,B5,G6350,S,"21,665.00",24,"10,578,736.00","12,869,134.00",287,195,273,7,1,0,0,0,2,4,95.1,2.4,0.3,0,0,0,0.7,1.4,78,27.2,49.6,16,8.2,66.4,29.6,5.7,30.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21665.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21665.pdf
21666,24,2421666,B5,G6350,S,"21,666.00",24,"57,244,987.00","27,776,801.00","12,309.00","5,085.00","11,421.00",266,22,150,4,16,189,241,92.8,2.2,0.2,1.2,0,0.1,1.5,2,"1,505.00",12.2,42.6,319,6.3,75.2,14.6,11.9,17.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21666.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21666.pdf
21667,24,2421667,B5,G6350,S,"21,667.00",24,"15,242,720.00","1,468,368.00",310,155,281,20,0,1,0,0,6,2,90.6,6.5,0,0.3,0,0,1.9,0.6,74,23.9,49.7,17,11,58.6,32.8,12.8,15.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21667.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21667.pdf
21668,24,2421668,B5,G6350,S,"21,668.00",24,"128,608,031.00","69,190.00","1,904.00",785,"1,653.00",121,4,2,0,0,31,93,86.8,6.4,0.2,0.1,0,0,1.6,4.9,308,16.2,41.4,71,9,47.1,35.4,27.1,22.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21668.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21668.pdf
21669,24,2421669,B5,G6350,S,"21,669.00",24,"32,129,918.00","16,008,339.00",229,228,211,5,2,1,0,0,3,7,92.1,2.2,0.9,0.4,0,0,1.3,3.1,59,25.8,52.2,29,12.7,53.3,38.5,13.3,11.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21669.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21669.pdf
21671,24,2421671,B5,G6350,S,"21,671.00",24,"5,472,625.00","8,925,148.00",756,619,730,11,4,4,0,0,2,5,96.6,1.5,0.5,0.5,0,0,0.3,0.7,220,29.1,54.2,67,10.8,55.8,33,16.8,42.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21671.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21671.pdf
21672,24,2421672,B5,G6350,S,"21,672.00",24,"24,966,397.00","7,552,147.00",241,216,231,9,0,0,0,0,0,1,95.9,3.7,0,0,0,0,0,0.4,61,25.3,51.2,36,16.7,41,56.8,5.1,34.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21672.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21672.pdf
21673,24,2421673,B5,G6350,S,"21,673.00",24,"133,831,191.00","43,105,240.00","3,136.00","1,456.00","2,436.00",539,2,24,2,6,33,94,77.7,17.2,0.1,0.8,0.1,0.2,1.1,3,532,17,44.9,118,8.1,54.9,26.5,25.4,25.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21673.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21673.pdf
21675,24,2421675,B5,G6350,S,"21,675.00",24,"8,431,831.00","1,929,985.00",105,103,104,1,0,0,0,0,0,0,99,1,0,0,0,0,0,0,25,23.8,50.3,17,16.5,48.9,47.7,6.4,41.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21675.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21675.pdf
21676,24,2421676,B5,G6350,S,"21,676.00",24,"16,266,947.00","20,862,861.00",398,260,370,14,0,3,0,0,5,6,93,3.5,0,0.8,0,0,1.3,1.5,108,27.1,53.5,27,10.4,50.3,38.9,17.7,36.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21676.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21676.pdf
21677,24,2421677,B5,G6350,S,"21,677.00",24,"24,178,723.00","6,875,314.00",440,248,406,16,1,1,0,0,5,11,92.3,3.6,0.2,0.2,0,0,1.1,2.5,118,26.8,47.7,18,7.3,56.2,35.9,12.4,23.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21677.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21677.pdf
21678,24,2421678,B5,G6350,S,"21,678.00",24,"97,300,721.00","12,587,823.00","2,301.00","1,144.00","1,624.00",588,1,9,0,4,23,52,70.6,25.6,0,0.4,0,0.2,1,2.3,459,19.9,47,101,8.8,53.8,33.1,19.6,32.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21678.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21678.pdf
21679,24,2421679,B5,G6350,S,"21,679.00",24,"23,175,647.00","890,864.00",483,189,446,11,1,6,0,1,9,9,92.3,2.3,0.2,1.2,0,0.2,1.9,1.9,67,13.9,43.9,5,2.6,68.2,22.1,12.5,5.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21679.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21679.pdf
21701,24,2421701,B5,G6350,S,"21,701.00",24,"100,783,138.00","1,751,826.00","35,293.00","15,847.00","27,193.00","4,075.00",89,980,7,63,874,"2,012.00",77,11.5,0.3,2.8,0,0.2,2.5,5.7,"4,920.00",13.9,39.7,"1,137.00",7.2,53.8,18.5,34,30.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21701.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21701.pdf
21702,24,2421702,B5,G6350,S,"21,702.00",24,"104,655,311.00","282,970.00","38,847.00","15,617.00","23,987.00","6,184.00",111,"2,206.00",36,66,"1,086.00","5,171.00",61.7,15.9,0.3,5.7,0.1,0.2,2.8,13.3,"4,587.00",11.8,36.2,920,5.9,52.2,18.5,36,27.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21702.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21702.pdf
21703,24,2421703,B5,G6350,S,"21,703.00",24,"86,136,850.00","106,575.00","32,854.00","12,772.00","19,407.00","4,984.00",77,"2,383.00",24,98,957,"4,924.00",59.1,15.2,0.2,7.3,0.1,0.3,2.9,15,"2,460.00",7.5,33.3,757,5.9,58.7,12.5,32.9,28.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21703.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21703.pdf
21704,24,2421704,B5,G6350,S,"21,704.00",24,"67,773,106.00","547,647.00","13,321.00","4,439.00","9,084.00","1,112.00",24,"1,634.00",2,40,380,"1,045.00",68.2,8.3,0.2,12.3,0,0.3,2.9,7.8,"1,092.00",8.2,36.3,205,4.6,77.1,10.6,13.7,12.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21704.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21704.pdf
21705,24,2421705,B5,G6350,S,"21,705.00",24,"61,289.00",0,8,0,6,1,0,1,0,0,0,0,75,12.5,0,12.5,0,0,0,0,0,0,44,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21705.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21705.pdf
21710,24,2421710,B5,G6350,S,"21,710.00",24,"66,189,037.00","1,147,935.00","4,515.00","1,710.00","3,841.00",274,7,107,3,2,74,207,85.1,6.1,0.2,2.4,0.1,0,1.6,4.6,688,15.2,42.2,77,4.5,64.5,18.7,20.7,9.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21710.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21710.pdf
21711,24,2421711,B5,G6350,S,"21,711.00",24,"61,780,568.00","1,768,548.00","1,029.00",418,"1,010.00",1,0,4,0,0,10,4,98.2,0.1,0,0.4,0,0,1,0.4,156,15.2,42.9,24,5.7,53.1,35.8,17.3,13.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21711.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21711.pdf
21713,24,2421713,B5,G6350,S,"21,713.00",24,"109,393,375.00","158,957.00","9,502.00","3,769.00","8,884.00",181,18,120,3,5,80,211,93.5,1.9,0.2,1.3,0,0.1,0.8,2.2,"1,521.00",16,43.6,226,6,60.6,25.9,18.3,20.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21713.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21713.pdf
21714,24,2421714,B5,G6350,S,"21,714.00",24,"74,855.00",0,99,61,88,3,0,0,0,0,3,5,88.9,3,0,0,0,0,3,5.1,14,14.1,35.4,18,29.5,34.9,21.1,55.8,34.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21714.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21714.pdf
21716,24,2421716,B5,G6350,S,"21,716.00",24,"8,365,222.00","1,745,950.00","4,885.00","2,054.00","4,218.00",282,8,45,1,5,116,210,86.3,5.8,0.2,0.9,0,0.1,2.4,4.3,542,11.1,38.5,160,7.8,59.1,17.1,28.7,32.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21716.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21716.pdf
21717,24,2421717,B5,G6350,S,"21,717.00",24,"950,042.00","10,584.00",54,25,54,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,11,20.4,50,3,12,40.9,35.7,36.4,22.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21717.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21717.pdf
21718,24,2421718,B5,G6350,S,"21,718.00",24,"1,175,291.00","10,427.00",151,74,148,0,0,1,0,0,0,2,98,0,0,0.7,0,0,0,1.3,23,15.2,50.5,4,5.4,50.7,30,27.5,33.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21718.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21718.pdf
21719,24,2421719,B5,G6350,S,"21,719.00",24,"8,705,488.00","68,393.00","1,548.00",660,"1,443.00",47,5,3,1,1,28,20,93.2,3,0.3,0.2,0.1,0.1,1.8,1.3,162,10.5,36.1,57,8.6,47.1,30.1,32.6,41.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21719.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21719.pdf
21722,24,2421722,B5,G6350,S,"21,722.00",24,"153,722,385.00","3,368,086.00","5,545.00","2,186.00","5,369.00",44,5,23,1,0,43,60,96.8,0.8,0.1,0.4,0,0,0.8,1.1,750,13.5,42.5,123,5.6,55.6,32.5,17.6,19.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21722.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21722.pdf
21723,24,2421723,B5,G6350,S,"21,723.00",24,"7,900,647.00","82,192.00",803,252,590,71,0,98,0,0,22,22,73.5,8.8,0,12.2,0,0,2.7,2.7,64,8,38.7,8,3.2,79.8,16.5,4.5,8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21723.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21723.pdf
21727,24,2421727,B5,G6350,S,"21,727.00",24,"82,894,708.00","531,553.00","5,850.00","1,811.00","5,308.00",189,22,73,0,36,53,169,90.7,3.2,0.4,1.2,0,0.6,0.9,2.9,769,13.1,30.6,116,6.4,50.5,28.2,29.6,23.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21727.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21727.pdf
21733,24,2421733,B5,G6350,S,"21,733.00",24,"15,657,081.00",0,"1,163.00",428,"1,107.00",16,4,1,0,0,13,22,95.2,1.4,0.3,0.1,0,0,1.1,1.9,135,11.6,41,25,5.8,68.4,22,12.3,13.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21733.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21733.pdf
21734,24,2421734,B5,G6350,S,"21,734.00",24,"585,226.00",0,771,392,746,9,2,2,1,0,7,4,96.8,1.2,0.3,0.3,0.1,0,0.9,0.5,129,16.7,46.4,32,8.2,34.4,39.5,43.1,37.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21734.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21734.pdf
21737,24,2421737,B5,G6350,S,"21,737.00",24,"13,133,861.00","139,115.00","1,458.00",466,"1,124.00",54,1,196,0,1,39,43,77.1,3.7,0.1,13.4,0,0.1,2.7,2.9,137,9.4,42.4,23,4.9,79.2,16.8,4.7,11.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21737.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21737.pdf
21738,24,2421738,B5,G6350,S,"21,738.00",24,"18,881,608.00","104,336.00","3,268.00","1,062.00","2,852.00",125,1,144,3,0,60,83,87.3,3.8,0,4.4,0.1,0,1.8,2.5,362,11.1,43.8,24,2.3,80.5,16.5,3.5,8.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21738.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21738.pdf
21740,24,2421740,B5,G6350,S,"21,740.00",24,"180,896,936.00","758,184.00","61,859.00","25,858.00","46,933.00","9,211.00",92,820,30,125,"1,847.00","2,801.00",75.9,14.9,0.1,1.3,0,0.2,3,4.5,"8,133.00",13.1,37.3,"2,462.00",9.5,38.6,30.5,44.4,43.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21740.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21740.pdf
21742,24,2421742,B5,G6350,S,"21,742.00",24,"130,689,423.00","73,363.00","31,444.00","13,555.00","25,996.00","2,403.00",46,822,24,56,716,"1,381.00",82.7,7.6,0.1,2.6,0.1,0.2,2.3,4.4,"5,048.00",16.1,40.1,955,7,45.4,30.4,34.7,28.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21742.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21742.pdf
21746,24,2421746,B5,G6350,S,"21,746.00",24,"932,545.00",0,"1,883.00",0,528,"1,332.00",1,1,0,1,9,11,28,70.7,0.1,0.1,0,0.1,0.5,0.6,20,1.1,35.9,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21746.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21746.pdf
21750,24,2421750,B5,G6350,S,"21,750.00",24,"156,366,138.00","4,206,866.00","3,766.00","1,779.00","3,670.00",18,13,20,0,1,24,20,97.5,0.5,0.3,0.5,0,0,0.6,0.5,670,17.8,43.3,188,10.6,40.5,40,32.4,34,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21750.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21750.pdf
21754,24,2421754,B5,G6350,S,"21,754.00",24,"61,427,395.00","105,853.00","6,323.00","2,198.00","5,550.00",177,19,201,4,6,115,251,87.8,2.8,0.3,3.2,0.1,0.1,1.8,4,552,8.7,42.7,62,2.8,77.9,16.8,6.3,12.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21754.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21754.pdf
21755,24,2421755,B5,G6350,S,"21,755.00",24,"89,210,936.00","1,622,831.00","5,591.00","2,103.00","5,112.00",110,14,69,0,3,81,202,91.4,2,0.3,1.2,0,0.1,1.4,3.6,670,12,43.8,76,3.6,67.3,23.4,12.2,15.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21755.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21755.pdf
21756,24,2421756,B5,G6350,S,"21,756.00",24,"54,112,474.00","28,102.00","3,612.00","1,340.00","3,449.00",49,13,11,0,3,31,56,95.5,1.4,0.4,0.3,0,0.1,0.9,1.6,375,10.4,40.7,54,4,69.4,21.8,11.2,13.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21756.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21756.pdf
21757,24,2421757,B5,G6350,S,"21,757.00",24,"97,513,958.00","199,030.00","3,036.00","1,170.00","2,850.00",50,5,18,0,1,30,82,93.9,1.6,0.2,0.6,0,0,1,2.7,446,14.7,44,58,5,54.7,32.3,19.2,21.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21757.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21757.pdf
21758,24,2421758,B5,G6350,S,"21,758.00",24,"83,996,318.00","6,288,252.00","4,921.00","1,882.00","4,313.00",281,8,70,1,8,113,127,87.6,5.7,0.2,1.4,0,0.2,2.3,2.6,603,12.3,40.8,116,6.2,66,22.1,15.3,19.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21758.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21758.pdf
21762,24,2421762,B5,G6350,S,"21,762.00",24,"952,882.00",0,249,100,223,12,1,0,0,0,5,8,89.6,4.8,0.4,0,0,0,2,3.2,24,9.6,37.2,11,11,43.8,30.4,37.1,29.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21762.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21762.pdf
21766,24,2421766,B5,G6350,S,"21,766.00",24,"97,905,209.00","2,256,741.00",700,396,690,2,1,2,0,0,5,0,98.6,0.3,0.1,0.3,0,0,0.7,0,149,21.3,46.6,20,5.1,47.1,45.5,13.5,20.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21766.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21766.pdf
21767,24,2421767,B5,G6350,S,"21,767.00",24,"737,107.00",0,991,463,916,24,3,9,0,0,12,27,92.4,2.4,0.3,0.9,0,0,1.2,2.7,193,19.5,41.4,17,3.7,38.2,29.5,45.8,39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21767.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21767.pdf
21769,24,2421769,B5,G6350,S,"21,769.00",24,"105,626,341.00","746,756.00","11,236.00","4,149.00","10,341.00",174,16,213,5,11,158,318,92,1.5,0.1,1.9,0,0.1,1.4,2.8,"1,341.00",11.9,42.6,153,3.7,70.1,20.4,11.9,16,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21769.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21769.pdf
21770,24,2421770,B5,G6350,S,"21,770.00",24,"28,486,330.00","27,444.00","5,164.00","1,780.00","4,742.00",66,9,67,1,3,77,199,91.8,1.3,0.2,1.3,0,0.1,1.5,3.9,565,10.9,44.7,35,2,80.6,16.4,3.7,11.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21770.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21770.pdf
21771,24,2421771,B5,G6350,S,"21,771.00",24,"220,312,876.00","443,148.00","29,563.00","10,200.00","26,831.00",655,47,442,8,24,432,"1,124.00",90.8,2.2,0.2,1.5,0,0.1,1.5,3.8,"3,093.00",10.5,41,323,3.2,75.1,17.7,8.7,13.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21771.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21771.pdf
21773,24,2421773,B5,G6350,S,"21,773.00",24,"100,274,686.00","227,721.00","5,460.00","2,080.00","5,126.00",57,12,45,2,13,72,133,93.9,1,0.2,0.8,0,0.2,1.3,2.4,684,12.5,43.3,98,4.7,64.2,26.2,13,12.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21773.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21773.pdf
21774,24,2421774,B5,G6350,S,"21,774.00",24,"37,289,821.00","668,023.00","11,662.00","4,073.00","10,330.00",318,12,247,2,13,239,501,88.6,2.7,0.1,2.1,0,0.1,2,4.3,736,6.3,36.5,136,3.3,85.2,8,7.4,15.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21774.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21774.pdf
21776,24,2421776,B5,G6350,S,"21,776.00",24,"91,194,849.00","299,382.00","5,735.00","2,159.00","5,305.00",183,2,63,6,1,54,121,92.5,3.2,0,1.1,0.1,0,0.9,2.1,654,11.4,41.6,115,5.3,65.6,21.8,16.2,19.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21776.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21776.pdf
21777,24,2421777,B5,G6350,S,"21,777.00",24,"5,447,272.00","2,348,483.00","1,470.00",528,"1,207.00",114,6,30,0,6,31,76,82.1,7.8,0.4,2,0,0.4,2.1,5.2,93,6.3,37.8,33,6.3,86,8.6,5.9,14.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21777.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21777.pdf
21778,24,2421778,B5,G6350,S,"21,778.00",24,"45,182,828.00","1,156,015.00","1,094.00",438,"1,050.00",0,4,4,0,0,12,24,96,0,0.4,0.4,0,0,1.1,2.2,176,16.1,45.1,26,5.9,53.3,32.7,20.8,20.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21778.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21778.pdf
21779,24,2421779,B5,G6350,S,"21,779.00",24,"23,202,464.00",0,983,394,947,9,1,4,0,0,5,17,96.3,0.9,0.1,0.4,0,0,0.5,1.7,156,15.9,45.3,20,5.1,61.5,29.4,12.9,12.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21779.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21779.pdf
21780,24,2421780,B5,G6350,S,"21,780.00",24,"58,239,532.00","39,452.00","1,625.00",661,"1,531.00",44,1,3,0,1,8,37,94.2,2.7,0.1,0.2,0,0.1,0.5,2.3,235,14.5,41.1,60,9.1,52.2,36.2,18.1,20,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21780.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21780.pdf
